fid,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,census_med_income,census_pov_stat_pop,census_below_pov_line_prev_yr,census_state,census_county,census_pov_rate,pop_dense,field_1,lat,long,tot_num_serv_connects_sdwis,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,unk_mat_serv_connects,pct_lsl_calc
"481","18","045","00450351","18045",Fountain,Fountain County,"06",H1,G4020,,,,A,"1024769248","5734092","+40.1212366","-087.2348725","25620","16208","2047","18","45",12.63,"0","23",40.29303,-87.246764,"1400",,,,,
"482","18","045","00450351","18045",Fountain,Fountain County,"06",H1,G4020,,,,A,"1024769248","5734092","+40.1212366","-087.2348725","25620","16208","2047","18","45",12.63,"0","145",40.146306,-87.40049,"1247",1258,,,1258,
"483","18","045","00450351","18045",Fountain,Fountain County,"06",H1,G4020,,,,A,"1024769248","5734092","+40.1212366","-087.2348725","25620","16208","2047","18","45",12.63,"0","285",40.108371,-87.158989,"280",,,,,
"484","18","045","00450351","18045",Fountain,Fountain County,"06",H1,G4020,,,,A,"1024769248","5734092","+40.1212366","-087.2348725","25620","16208","2047","18","45",12.63,"0","352",39.96754,-87.277512,"273",270,0,270,0,0
"485","18","045","00450351","18045",Fountain,Fountain County,"06",H1,G4020,,,,A,"1024769248","5734092","+40.1212366","-087.2348725","25620","16208","2047","18","45",12.63,"0","719",40.111679,-87.262688,"994",962,1,,961,0.1
"486","18","159","00450394","18159",Tipton,Tipton County,"06",H1,G4020,,,,A,"674797600","68028","+40.3102294","-086.0562066","30509","15031","1414","18","159",9.41,"0","621",40.378381,-86.086244,"324",,,,,
"487","18","159","00450394","18159",Tipton,Tipton County,"06",H1,G4020,,,,A,"674797600","68028","+40.3102294","-086.0562066","30509","15031","1414","18","159",9.41,"0","693",40.28226,-86.041098,"2362",2361,19,2342,0,0.8
"488","18","159","00450394","18159",Tipton,Tipton County,"06",H1,G4020,,,,A,"674797600","68028","+40.3102294","-086.0562066","30509","15031","1414","18","159",9.41,"0","765",40.363107,-85.956469,"402",370,,370,,
"489","18","025","00451674","18025",Crawford,Crawford County,"06",H1,G4020,,,,A,"791534789","8041751","+38.2894327","-086.4408711","23566","10412","1851","18","25",17.78,"0","48",38.357461,-86.297153,"800",786,0,786,0,0
"490","18","025","00451674","18025",Crawford,Crawford County,"06",H1,G4020,,,,A,"791534789","8041751","+38.2894327","-086.4408711","23566","10412","1851","18","25",17.78,"0","147",38.342505,-86.354587,"960",,,951,,
"491","18","025","00451674","18025",Crawford,Crawford County,"06",H1,G4020,,,,A,"791534789","8041751","+38.2894327","-086.4408711","23566","10412","1851","18","25",17.78,"0","205",38.353806,-86.442849,"328",280,0,280,0,0
"492","18","025","00451674","18025",Crawford,Crawford County,"06",H1,G4020,,,,A,"791534789","8041751","+38.2894327","-086.4408711","23566","10412","1851","18","25",17.78,"0","255",38.281269,-86.471697,"100",99,0,99,0,0
"493","18","025","00451674","18025",Crawford,Crawford County,"06",H1,G4020,,,,A,"791534789","8041751","+38.2894327","-086.4408711","23566","10412","1851","18","25",17.78,"0","391",38.199787,-86.344144,"201",,,,,
"494","18","025","00451674","18025",Crawford,Crawford County,"06",H1,G4020,,,,A,"791534789","8041751","+38.2894327","-086.4408711","23566","10412","1851","18","25",17.78,"0","529",38.329567,-86.538699,"415",425,0,425,0,0
"495","18","155","00450392","18155",Switzerland,Switzerland County,"06",H1,G4020,,,,A,"571509742","7193732","+38.8258545","-085.0296810","23947","10470","2065","18","155",19.72,"0","530",38.837884,-84.826312,"3500",3700,3700,,,100
"496","18","155","00450392","18155",Switzerland,Switzerland County,"06",H1,G4020,,,,A,"571509742","7193732","+38.8258545","-085.0296810","23947","10470","2065","18","155",19.72,"0","724",38.74784,-85.067172,"700",,,,,
"497","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","3",40.299449,-85.235016,"940",,,,,
"498","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","26",40.167486,-85.479632,"32",,,,,
"499","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","133",40.274867,-85.432009,"100",100,,100,,
"500","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","139",40.116589,-85.472695,"17",,,,,
"501","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","142",40.151221,-85.369925,"68",60,0,55,5,0
"502","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","143",40.241307,-85.455881,"147",,,,,
"503","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","160",40.121361,-85.558114,"714",714,,,714,
"504","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","171",40.238831,-85.367726,"128",128,,128,,
"505","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","193",40.342764,-85.349784,"642",,,,,
"506","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","237",40.313931,-85.500528,"323",,,,,
"507","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","246",40.157045,-85.29758,"30",30,,30,,
"508","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","314",40.18224,-85.350136,"26882",30000,1996,26924,1080,6.65
"509","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","597",40.146631,-85.333369,"1",,,,,
"510","18","035","00450347","18035",Delaware,Delaware County,"06",H1,G4020,"294","34620",,A,"1015542111","9857909","+40.2275433","-085.3992617","21174","108823","23018","18","35",21.15,"0","779",40.171861,-85.500962,"1859",1953,0,,1953,0
"511","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","103",38.014773,-87.036386,"325",358,0,358,,0
"512","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","159",38.168942,-86.989997,"654",,,,,
"513","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","217",38.014773,-87.036386,"710",,,,,
"514","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","240",38.104218,-87.033053,"640",620,,620,620,
"515","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","254",37.933663,-86.981106,"322",324,0,324,0,0
"516","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","574",37.901233,-87.110968,"1581",1650,,1650,,
"517","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","590",37.883106,-87.049441,"1800",1000,242,758,,24.2
"518","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","612",38.112712,-86.917333,"1717",1690,0,1690,0,0
"519","18","147","00450388","18147",Spencer,Spencer County,"06",H1,G4020,,,,A,"1027620480","12069099","+38.0096966","-087.0103746","28653","20319","1964","18","147",9.67,"0","657",38.172052,-86.839296,"220",223,0,223,0,0
"520","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","28",41.33199,-85.849992,"23",,,,,
"521","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","115",41.129523,-85.880045,"168",,,,,
"522","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","149",41.174742,-86.048577,"58",,,,,
"523","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","206",41.278934,-86.046109,"275",234,34,200,,14.53
"524","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","293",41.193838,-85.8241,"40",,,,,
"525","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","328",41.267062,-85.86017,"4850",5100,262,4838,0,5.14
"526","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","373",41.289766,-85.734807,"124",124,0,124,0,0
"527","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","376",41.307427,-85.744422,"23",,,,,
"528","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","431",41.297778,-85.839274,"221",221,,221,,
"529","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","434",41.173377,-86.034719,"400",,,,,
"530","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","435",41.219641,-85.782231,"78",0,0,87,0,
"531","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","442",41.385574,-85.787366,"630",630,0,0,630,0
"532","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","445",41.27892,-86.046872,"42",,,,,
"533","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","495",41.280525,-86.047842,"48",48,0,48,,0
"534","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","501",41.253249,-85.696607,"24",,,,,
"535","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","541",41.200323,-85.705542,"525",,,,,
"536","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","545",41.42292,-85.774943,"40",40,,40,,
"537","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","552",41.227558,-85.700458,"24",,,,,
"538","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","570",41.198348,-85.686496,"131",115,0,115,0,0
"539","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","580",41.200323,-85.705542,"29",,,,,
"540","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","588",41.222144,-85.800696,"50",,,,50,
"541","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","630",41.072266,-85.891657,"538",412,48,329,25,11.65
"542","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","664",41.288775,-85.812178,"92",6,0,6,0,0
"543","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","665",41.288744,-85.812196,"85",3,0,3,0,0
"544","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","672",41.379011,-85.669256,"11",,,,,
"545","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","680",41.424832,-85.749584,"1366",1332,0,1332,0,0
"546","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","689",41.272373,-85.853639,"45",,,,,
"547","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","733",41.238277,-85.851842,"162",188,,188,,
"548","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","741",41.382814,-85.828934,"21",,,,,
"549","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","743",41.381366,-85.666761,"21",17,0,,17,0
"550","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","746",41.249948,-85.916118,"243",,,,,
"551","18","085","00450367","18085",Kosciusko,Kosciusko County,"06",H1,G4020,,"47700",,A,"1376361579","59509695","+41.2442928","-085.8615754","28835","76879","8600","18","85",11.19,"0","766",41.155533,-85.83707,"28",,,,,
"552","18","011","00450405","18011",Boone,Boone County,"06",H1,G4020,"294","26900",,A,"1095336143","877936","+40.0508916","-086.4690137","37687","62293","3820","18","11",6.13,"0","1",39.994865,-86.620247,"208",211,0,211,,0
"553","18","011","00450405","18011",Boone,Boone County,"06",H1,G4020,"294","26900",,A,"1095336143","877936","+40.0508916","-086.4690137","37687","62293","3820","18","11",6.13,"0","342",39.926711,-86.628893,"487",,,,,
"554","18","011","00450405","18011",Boone,Boone County,"06",H1,G4020,"294","26900",,A,"1095336143","877936","+40.0508916","-086.4690137","37687","62293","3820","18","11",6.13,"0","392",40.044464,-86.467506,"6449",,,,,
"555","18","011","00450405","18011",Boone,Boone County,"06",H1,G4020,"294","26900",,A,"1095336143","877936","+40.0508916","-086.4690137","37687","62293","3820","18","11",6.13,"0","688",40.129207,-86.606751,"860",,,,,
"556","18","011","00450405","18011",Boone,Boone County,"06",H1,G4020,"294","26900",,A,"1095336143","877936","+40.0508916","-086.4690137","37687","62293","3820","18","11",6.13,"0","758",39.950557,-86.33781,"2326",2349,0,2349,0,0
"557","18","011","00450405","18011",Boone,Boone County,"06",H1,G4020,"294","26900",,A,"1095336143","877936","+40.0508916","-086.4690137","37687","62293","3820","18","11",6.13,"0","778",40.071573,-86.470546,"32",,,,,
"558","18","075","00450362","18075",Jay,Jay County,"06",H1,G4020,,,,A,"994310106","458556","+40.4349719","-085.0033804","23821","20693","3705","18","75",17.9,"0","180",40.377502,-85.210615,"1033",,,,,
"559","18","075","00450362","18075",Jay,Jay County,"06",H1,G4020,,,,A,"994310106","458556","+40.4349719","-085.0033804","23821","20693","3705","18","75",17.9,"0","534",40.492583,-85.146871,"284",278,,278,,
"560","18","075","00450362","18075",Jay,Jay County,"06",H1,G4020,,,,A,"994310106","458556","+40.4349719","-085.0033804","23821","20693","3705","18","75",17.9,"0","556",40.435941,-84.97765,"2800",2702,800,1902,800,29.61
"561","18","075","00450362","18075",Jay,Jay County,"06",H1,G4020,,,,A,"994310106","458556","+40.4349719","-085.0033804","23821","20693","3705","18","75",17.9,"0","567",40.49367,-85.150912,"553",650,25,600,25,3.85
"562","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","80",38.962303,-87.402557,"450",450,,,450,
"563","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","178",39.070043,-87.261404,"843",,,,,
"564","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","303",39.186324,-87.303477,"418",433,0,433,0,0
"565","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","308",39.253897,-87.379765,"701",650,50,580,20,7.69
"566","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","312",39.135696,-87.60502,"136",130,0,120,10,0
"567","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","324",39.095461,-87.409606,"2409",5350,250,3600,1500,4.67
"568","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","504",39.248651,-87.381963,"325",,,,,
"569","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","531",39.020102,-87.391789,"634",634,0,0,634,0
"570","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","554",39.064649,-87.296558,"315",,,,,
"571","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","622",39.17826,-87.393248,"1024",1120,0,1120,0,0
"572","18","153","00450391","18153",Sullivan,Sullivan County,"06",H1,G4020,,"45460",,A,"1158058307","18096342","+39.0892251","-087.4158429","22533","18769","2934","18","153",15.63,"0","761",39.178179,-87.393196,"150",,,,,
"573","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","61",40.602594,-86.865996,"680",,,,,
"574","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","97",40.663093,-86.869457,"240",,,,,
"575","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","116",40.727477,-86.777343,"15",,,,,
"576","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","413",40.837294,-86.782426,"41",,,,,
"577","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","451",40.863703,-86.879463,"700",700,,,700,
"578","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","457",40.742743,-86.761598,"2520",,,,,
"579","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","575",40.749483,-86.871681,"264",,,,,
"580","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","601",40.74704,-86.761334,"52",,,,,
"581","18","181","00450338","18181",White,White County,"06",H1,G4020,,,,A,"1308269840","9203227","+40.7509496","-086.8642934","27016","23904","2342","18","181",9.8,"0","769",40.758095,-87.041684,"473",,,,,
"582","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","4",41.395604,-85.424424,"912",,,,,
"583","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","29",41.365882,-85.238863,"825",823,,540,283,
"584","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","151",41.400604,-85.615818,"235",,,,,
"585","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","183",41.45386,-85.573649,"129",,,,,
"586","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","348",41.441466,-85.265577,"3549",3540,540,2000,1000,15.25
"587","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","402",41.470331,-85.586855,"1306",317,,317,,
"588","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","595",41.496161,-85.376645,"1",,,,,
"589","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","673",41.297466,-85.199216,"21",,,,,
"590","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","676",41.39204,-85.547417,"36",,,,,
"591","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","703",41.422052,-85.651762,"236",236,0,236,,0
"592","18","113","00450377","18113",Noble,Noble County,"06",H1,G4020,"258","28340",,A,"1064071452","17074609","+41.4046795","-085.4172707","27115","46420","4295","18","113",9.25,"0","770",41.525883,-85.366645,"331",292,,229,53,
"593","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","54",39.523675,-87.125024,"4806",4650,70,4480,100,1.51
"594","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","66",39.485004,-87.189006,"69",,,,,
"595","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","79",39.449095,-87.08782,"435",,,,,
"596","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","94",39.416986,-87.077236,"254",250,10,200,40,4
"597","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","114",39.276161,-87.113012,"543",,,,,
"598","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","141",39.528874,-87.104773,"36",2,,2,,
"599","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","358",39.449092,-87.087859,"565",,,,,
"600","18","021","00450341","18021",Clay,Clay County,"06",H1,G4020,,"45460",,A,"926189694","7038300","+39.3939513","-087.1158369","27165","25875","3584","18","21",13.85,"0","660",39.487609,-87.186687,"325",,,,,
"601","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","69",38.954649,-85.667403,"300",,,,,
"602","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","276",38.976092,-85.739772,"952",1102,1102,,,100
"603","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","282",39.014313,-85.644188,"90",,,,,
"604","18","079","00450364","18079",Jennings,Jennings County,"06",H1,G4020,"294","35860",,A,"975364386","4546211","+38.9962289","-085.6281030","25961","27411","3815","18","79",13.92,"0","345",39.007358,-85.625987,"1220",3000,0,3000,0,0
